-1 1:108.041 2:22.6449 3:37.9998 #0 @ data/links/ongeldig//Knipsel.JPG
-1 1:146.212 2:164.539 3:136.791 #0 @ data/links/ongeldig//Knipsel2.JPG
-1 1:149.305 2:151.661 3:24.3696 #0 @ data/links/ongeldig//Knipsel20.JPG
-1 1:94.6443 2:108.95 3:39.8472 #0 @ data/links/ongeldig//Knipsel22.JPG
-1 1:120.724 2:105.076 3:31.2293 #0 @ data/links/ongeldig//Knipsel23.JPG
-1 1:148.122 2:44.8303 3:40.1329 #0 @ data/links/ongeldig//Knipsel26.JPG
-1 1:88.2941 2:128.012 3:25.2285 #0 @ data/links/ongeldig//Knipsel27.JPG
-1 1:91.7547 2:154.457 3:39.1792 #0 @ data/links/ongeldig//Knipsel28.JPG
-1 1:83.271 2:144.776 3:35.5661 #0 @ data/links/ongeldig//Knipsel29.JPG
-1 1:132.283 2:124.261 3:70.4121 #0 @ data/links/ongeldig//Knipsel3.JPG
-1 1:97.0995 2:102.046 3:40.5137 #0 @ data/links/ongeldig//Knipsel30.JPG
-1 1:87.0445 2:106.196 3:29.4621 #0 @ data/links/ongeldig//Knipsel31.JPG
-1 1:138.379 2:145.377 3:88.5394 #0 @ data/links/ongeldig//Knipsel37.JPG
-1 1:144.315 2:141.373 3:31.1428 #0 @ data/links/ongeldig//Knipsel38.JPG
-1 1:160 2:77.8293 3:38.752 #0 @ data/links/ongeldig//Knipsel39.JPG
-1 1:137.469 2:160.365 3:107.317 #0 @ data/links/ongeldig//Knipsel4.JPG
-1 1:161.475 2:76.1215 3:48.804 #0 @ data/links/ongeldig//Knipsel40.JPG
-1 1:156.419 2:85.1215 3:44.1977 #0 @ data/links/ongeldig//Knipsel41.JPG
-1 1:151.918 2:114.654 3:73.467 #0 @ data/links/ongeldig//Knipsel42.JPG
-1 1:111.25 2:87.2776 3:41.1776 #0 @ data/links/ongeldig//Knipsel43.JPG
-1 1:145.717 2:92.4374 3:46.5701 #0 @ data/links/ongeldig//Knipsel44.JPG
-1 1:131.029 2:124.969 3:54.9689 #0 @ data/links/ongeldig//Knipsel6.JPG
-1 1:150.618 2:145.905 3:35.1421 #0 @ data/links/ongeldig//Knipsel7.JPG
-1 1:159.616 2:73.2739 3:32.7219 #0 @ data/links/ongeldig//Knipsel8.JPG
1 1:48.7745 2:149.448 3:82.14 #0 @ data/links/geldig//Knipsel.JPG
1 1:73.7495 2:138.433 3:41.5241 #0 @ data/links/geldig//Knipsel11.JPG
1 1:87.1045 2:126.945 3:55.3542 #0 @ data/links/geldig//Knipsel12.JPG
1 1:75.9765 2:159.15 3:164.368 #0 @ data/links/geldig//Knipsel14.JPG
1 1:75.5214 2:83.368 3:155.32 #0 @ data/links/geldig//Knipsel15.JPG
1 1:73.694 2:169.622 3:168.135 #0 @ data/links/geldig//Knipsel16.JPG
1 1:48.3145 2:109.946 3:135.562 #0 @ data/links/geldig//Knipsel17.JPG
1 1:40.1772 2:143.613 3:53.5519 #0 @ data/links/geldig//Knipsel18.JPG
1 1:71.3121 2:91.3434 3:89.3878 #0 @ data/links/geldig//Knipsel20.JPG
1 1:77.766 2:136.204 3:125.574 #0 @ data/links/geldig//Knipsel21.JPG
1 1:43.1777 2:140.95 3:114.014 #0 @ data/links/geldig//Knipsel22.JPG
1 1:37.7451 2:142.753 3:140.332 #0 @ data/links/geldig//Knipsel24.JPG
1 1:71.4981 2:151.773 3:48.4239 #0 @ data/links/geldig//Knipsel35.JPG
1 1:76.3604 2:98.8037 3:142.391 #0 @ data/links/geldig//Knipsel4.JPG
1 1:82.2777 2:150.909 3:89.3473 #0 @ data/links/geldig//Knipsel45.JPG
1 1:49.1459 2:95.6795 3:134.153 #0 @ data/links/geldig//Knipsel47.JPG
1 1:34.8056 2:50.0091 3:119.337 #0 @ data/links/geldig//Knipsel48.JPG
